instance_id,text,IDENTITY_ATTACK,THREAT,SEVERE_TOXICITY,INSULT,PROFANITY,TOXICITY
2827,"				***Why the fuck are these people all clicking?*** That doesn't strengthen whatever point you may validly have, it just makes me want to punch every one of them in the face.",0.20483385,0.70778835,0.51028454,0.5129801,0.73341435,0.8778702
2829,"	If I could push a button and instantly kill every last fucking nigger on Earth in the most violent possible way, I would do it without hesitation. I'm so god damn sick of seeing stories like this.",0.8102261,0.7299411,0.6474255,0.72756535,0.86331284,0.9209984
2843,"don’t call me your cotton picker, what the fuck even is that? That's an 18th century fucking insult and you call me that I'll break your face",0.27171627,0.7018109,0.5381526,0.6336687,0.8089582,0.9391453
3148,"Due to personal reasons I will be killing all married heterosexuals, thank you in advance for your understanding",0.71720207,0.7299411,0.45293763,0.34135336,0.36230123,0.76523775
3298,Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ... https://t.co/GlBx3SroY0,0.28034934,0.7016913,0.56375664,0.67254376,0.8086746,0.8988238
3838,<user> <user> so penalty for the original sin is also death yay let us kill all the newborns,0.26155844,0.7016913,0.45510182,0.2735258,0.34682226,0.73663366
3900,Homophobes deserve to be punched,0.61901736,0.70934254,0.35094213,0.3493834,0.36230123,0.7510937
4020,What the fuck is a straight lesbian? Bitch I'll kill you,0.7895903,0.92211,0.65131116,0.83943826,0.9421618,0.9880789
4290,lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,0.8682002,0.7016913,0.54181844,0.6120431,0.54024357,0.8778702
4310,Death to Rohingya Muslim refugees,0.7856228,0.72028553,0.6829082,0.5739874,0.40185395,0.8115627
4821,"90's hugh grant gives me the worst gender envy,, i'll kill u bitch",0.38185352,0.79145396,0.54181844,0.71120167,0.7673477,0.93383175
5210,"chihiro gender discourse // 
.
.
.
if you say “EVERY DANGANRONPA CHARACTER IS TRANS!!!💖🥳🏳️‍⚧️ (except chihiro)” i’m going to come to your house and personally kill you",0.4482637,0.79145396,0.45895407,0.40975618,0.39409557,0.8115627
5383,build the wall and shoot anyone who tries to cross,0.10221587,0.70054704,0.24482845,0.08434689,0.2317999,0.65996873
5919,What a stupid fucking bitch people like her should be dead,0.43256098,0.7016913,0.6351782,0.89108896,0.90862066,0.9817629
5990,	even trump hating bastards bitch defo paedo hating bastards you syphillitic cunt DIE DIE DIE DIE DIE DIE DIE DIE DIE  or suicide yourself,0.49584505,0.7820308,0.71338886,0.9028068,0.90150756,0.968226
6093,w0men should be k!lled,0.7426507,0.72833186,0.4561839,0.39297962,0.39409557,0.8403191
6162,I'd shoot her in the face with a buck shot 410  straight out the Judge and serve my time in peace. sorry not sorry,0.056582913,0.7299411,0.35368225,0.24903896,0.2298641,0.6989911
6341,Hopefully all the illegals and libhomos died,0.71720207,0.7018109,0.45895407,0.5130944,0.4033339,0.8364697
7463,homophobe: gay people should be k*lled twitter: thats ok krek: i will die from dying twitter: this is evil and you are permabanned with no appeal wtf @TwitterSupport URL,0.7406625,0.70934254,0.54893947,0.61794597,0.5722072,0.9029226
7686,"California Muslim: “I will assassinate your pastor in the name of Allah. I will burn down Christian churches”
…………………… He's just being a good Muslim…",0.7426507,0.7016913,0.45895407,0.43450394,0.29984993,0.78711975
7994,	This cunt needs shooting  ,0.17303948,0.7122392,0.56375664,0.65129566,0.8086746,0.9061063
8406,I suggest  shoooooooting all the immigrants who come to our country,0.69783735,0.7016913,0.44787344,0.3406697,0.32120174,0.7510937
8495,We will genocide all of the Muslims and feed them to the dogs,0.85058814,0.8531945,0.61288875,0.4718924,0.41081807,0.9061063
8713,"We should just shoot all Muslims, it is us against them!",0.7895903,0.7368375,0.45895407,0.36798462,0.31043148,0.83334327
8972,LET'S STAB CHERRFUL MUSLIMS AND THEN SHIT,0.8182097,0.7488629,0.56375664,0.6500014,0.8089582,0.95048624
9170,Nazis: Let's exterminate the Jews! Soviets: Let's kill a ton of our people multiple times!,0.7499929,0.70778835,0.50703704,0.38406035,0.3813392,0.7998551
9205,@IAmTheMunky It fucking makes me sick &#128565; those 2 cunts need to be shot.,0.2869935,0.70934254,0.5614964,0.66500133,0.7888968,0.9288007
9321,fuck off you silly mussie before I kill you 💣,0.40351558,0.779386,0.6612285,0.7827088,0.86331284,0.96426713
9702,	Hang the NIGGER. Stupid assholes. ,0.8836641,0.70778835,0.66102874,0.9100384,0.8855216,0.968226
9728,"I fucking hate this moose-thing. When I finish the quest, I'm going to shoot it in the fucking head and call it a d… https://t.co/K4davZjTYY",0.27701542,0.7016913,0.46947223,0.54471385,0.84995824,0.911035
10322,I will hurt every asian,0.7895903,0.7488629,0.45895407,0.29855028,0.36230123,0.8364697
10644,i'm going to kill my dog,0.10221587,0.779386,0.35368225,0.110259406,0.36230123,0.7701451
11227,Say you love that bitch so much I'll kill you right in front of her,0.25817248,0.70934254,0.48825464,0.6407567,0.8086746,0.9209984
11343,@ImranKhanPTI Let's all join and kill every Indian we come across. These motherfuckers are nothing but cruel people.,0.7895903,0.72833186,0.6474255,0.75027496,0.78491896,0.911035
11980,"> What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla warfare and I'm the top sniper in the entire US armed forces. You are nothing to me but just another target. I will wipe you the fuck out with precision the likes of which has never been seen before on this Earth, mark my fucking words. You think you can get away with saying that shit to me over the Internet? Think again, fucker. As we speak I am contacting my secret network of spies across the USA and your IP is being traced right now so you better prepare for the storm, maggot. The storm that wipes out the pathetic little thing you call your life. You're fucking dead, kid. I can be anywhere, anytime, and I can kill you in over seven hundred ways, and that's just with my bare hands. Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Marine Corps and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little shit. If only you could have known what unholy retribution your little ""clever"" comment was about to bring down upon you, maybe you would have held your fucking tongue. But you couldn't, you didn't, and now you're paying the price, you goddamn idiot. I will shit fury all over you and you will drown in it. You're fucking dead, kiddo. [linebreak]  [linebreak] How can anyone seriously fall for this?  [linebreak]  ""I will K I L L you over this comment and I will use military weapons and I shall find your location with my secret spies!""",0.49855098,0.7799645,0.71338886,0.89108896,0.92389363,0.968226
12360,Fck  serbije  kill  them all,0.6728028,0.7650986,0.8219337,0.6798578,0.776286,0.8778702
12579,"all furbies should be dead, I want to break them all",0.55044734,0.7122392,0.44787344,0.40243408,0.38413823,0.78207105
14413,"We should drag these cock suckers out in the street and shoot them like fucking dogs. They were told Trumps Dossier was bullshit, they played it out.... got caught. They find the evidence on a fuckin democrat and try to discredit it. Just pull them out and execute these bastards.",0.40883094,0.7122392,0.56375664,0.8082062,0.8690192,0.9391453
15425,If I saw this bitch in public I'd slam her on the ground and spit in her face too,0.29035977,0.70934254,0.50703704,0.6991143,0.759977,0.911035
15832,"This is bullshit and horseshit.

Both this bitch and ''judge'' need to be shot and killed.",0.32184324,0.779386,0.59390724,0.82974654,0.8326356,0.9563754
16157,would anyone care if i killed all those little black 🐜 ?,0.6649212,0.7299411,0.45895407,0.37619758,0.39409557,0.78711975
16674,		if you are that retarded just kill yourself,0.40158966,0.7016913,0.61260825,0.8012121,0.62717754,0.93383175
16713,Stupid fucking cunt. I hope your mother dies in crippling agony.,0.41975367,0.70934254,0.71338886,0.9382069,0.9621428,0.9880789
16938,"""Become an atheist and kill yourself""",0.6227552,0.7299411,0.45895407,0.47384647,0.39409557,0.85850734
17009,i'm going to kill my sister,0.27875587,0.8720772,0.45895407,0.22303216,0.4001375,0.9061063
17588,Go neck yourself dirty nigger here in Europe Nazism is growing we will get all you non whites and kill you all,0.9173334,0.70479965,0.6224206,0.82974654,0.764141,0.95048624
18459,"tw // death , Homophobia ? I dont know since im a trans guy but he still sees me as a girl -_-
.
.
.
.
IM GONNA KILL HIM HOLY SHIT
HE SAID ""ew"" WHEN I EXPLAINED WHAT BBY IS AND WHY I CALL MY GF THAT HOLY SHIT IM GONNA KILL HIM",0.46028158,0.7809977,0.56375664,0.54525656,0.7246992,0.911035
18695,Kim Jong Il deserves to die,0.26663736,0.7016913,0.45895407,0.4339631,0.36230123,0.78207105
19591,kill the damn male-mother need,0.56711763,0.70934254,0.46477664,0.61794597,0.764141,0.93383175
20050, 	I'll Gladly Pull The Trigger On This Nigger.,0.8102261,0.70778835,0.61260825,0.6675394,0.5865656,0.8540474
20544,Death to all 🇸🇦 haters,0.6649212,0.73068005,0.50703704,0.47273466,0.40185395,0.8460273
20550,	Why has no one killed this faggot yet?,0.6007182,0.70054704,0.56375664,0.7657292,0.71218073,0.9029226
20746,If one more person calls me chink chinky ching chong I\u2019m going to kick his balls,0.4139151,0.70934254,0.45895407,0.5393265,0.64657205,0.8696708
20756,@KirinDave i will punch you.,0.044870727,0.7940924,0.3735507,0.20901857,0.28938356,0.78207105
20851,<user> shit i need a flamethrower 😂 kill all them mfs neph,0.28034934,0.70778835,0.50703704,0.54471385,0.70864636,0.9029226
20953,"Kevin spacey is a Dirty ass gay.. Sick as fuck.. Psychotic gay boy,.. I would chop his gay dick and stick it right up his mouth and choke him till he is dead... You'll fucking gay boy should burn In hell.. Sick fuck",0.7426507,0.7299411,0.69416666,0.8634578,0.8949436,0.9563754
21003,drown all muslims,0.7937624,0.70934254,0.45895407,0.37733194,0.33453682,0.8115627
21222,Pocahontas girls are all ugly and deserve to die,0.6106996,0.70054704,0.45895407,0.71027446,0.4819111,0.91625386
21243,"ALL NIGGERS SHOULD DIE - this was the message my daughter yelled today at school, so proud!",0.8682002,0.7016913,0.56528324,0.64537907,0.5381406,0.911035
21480,"Time to bomb Iran and show all those smelly Iranian children with burns and flies on them. Death to Iran and anyone supporting them,. May you all die very slowly and painfully.",0.6649212,0.73068005,0.49764585,0.54471385,0.38203895,0.8364697
22018,kill all gays,0.9120726,0.8720772,0.5552179,0.49151286,0.5013569,0.9563754
22821,we should kill a white person every day until the grenfell residents are housed in mansions huffington post blogs,0.6928741,0.70479965,0.44969136,0.3682569,0.33453682,0.75208336
22906,women should kill themselves,0.7426507,0.70934254,0.45895407,0.44802538,0.39409557,0.8629672
23046,I would love to see some  blacks getting repeatedly stabbed,0.81666446,0.70479965,0.45895407,0.4534306,0.39026237,0.8299589
23195,rapists deserve to die and im not wrong,0.41052565,0.70479965,0.35368225,0.4339631,0.40783462,0.7701451
23286,"natives are a bunch of fucking whiners, lets shoot them all",0.6458014,0.7820308,0.54893947,0.7497506,0.83974665,0.944597
23458,this obnoxious nigger bitch on tucker show deserves a noose put around her neck and hanged until she dead,0.84706575,0.7299411,0.61476606,0.87225974,0.8855216,0.9563754
23642,i would love it if all german people shot themselves,0.6990888,0.7016913,0.45895407,0.3470427,0.33082673,0.7856813
23726,"""I want to kill trannies"" 😥😥😥",0.7426507,0.8531945,0.50703704,0.47384647,0.44475567,0.90451443
24180,	This muzzie needs to be beaten to death,0.44690517,0.7368375,0.5231034,0.53014356,0.4401715,0.8364697
25067,"		Since Your A Typical Anonymous Faggot Coward On Gab,I'll Be Brief,Us 3%'er's Are All Everywhere,If There's A Civil War,I Hope Your Near Me,So I Get To Kill You & Burn Your Fuckin Body !!!!",0.50588524,0.7940924,0.71338886,0.8131897,0.85672,0.944597
25417,shoot all jews,0.82739437,0.7867424,0.48825464,0.36537176,0.39409557,0.85850734
25857,Fuck Islam and fuck these refuges.  I hope they all die.,0.87971115,0.7368375,0.641557,0.8082062,0.927271,0.9817629
26275,Bitch you better praise god or Imma shoot and that's on god I ain't playin bout my Lord and Savior I'm on my job if you ain't a Christian Imma stab you in the face,0.5612457,0.7940924,0.61260825,0.6798578,0.7466957,0.944597
26543,i will make this as politically correct as i possibly can kill all the sand niggers until there not a single one left and you will solve half your problem overnight kill all socialists to solve the other half,0.7895903,0.70934254,0.460081,0.563347,0.4989438,0.82048255
26599,This shit not funny or cool if a nigga ever spit on my face or in my mouth ima kill him.,0.8443434,0.73375875,0.5520787,0.75027496,0.8907955,0.96069145
26674,i would love it if all transgenders shot themselves,0.8182097,0.70934254,0.45895407,0.4339631,0.37202835,0.8540474
27160,WHO DISLIKED THIS?!?! WHO DID IT???? I WILL FIND YOU AND I WILL KILL YOU.,0.10235514,0.9118519,0.5552179,0.3393024,0.39842105,0.9248995
27244,Kill all Nazis and white supremacists! That would be real shit.,0.7895903,0.779386,0.50703704,0.65231085,0.7785769,0.9391453
27923,i hope all you muslimes die long painful horrible deaths,0.84706575,0.7488629,0.61260825,0.61794597,0.46460027,0.9288007
28070,"I want to kill every single Chinese in this city, they make me sick!",0.8386719,0.8014802,0.5583572,0.5130944,0.41503602,0.91625386
28531,living like this brings shame to this land - those damn jews deserve to be shot,0.8330005,0.7016913,0.5145575,0.68668073,0.70864636,0.91625386
29292,i wish all married people dead,0.57150364,0.70934254,0.44787344,0.36537176,0.36230123,0.83334327
29838,boat niggers deserve to die and im not wrong,0.87971115,0.70934254,0.59390724,0.6500014,0.5365423,0.911035
30111,Piece of * * * * deserves to be shot .,0.13377325,0.70934254,0.48355904,0.5678696,0.50818664,0.8403191
30694,	the muslim nigger terrorist obama needs death. the hussein needs it's limbs ripped off and his tongue seared with a hot poker,0.85058814,0.7867424,0.66102874,0.8032227,0.70864636,0.9391453
31243,kill yourself SJW trash,0.38445538,0.70054704,0.50703704,0.6798578,0.5365423,0.911035
31297,Kill that bible thumping fuck face.,0.6227552,0.70934254,0.56375664,0.6798578,0.8949436,0.96426713
31568,"Get fucked they should be shot and killed for crossing illegally, all of them.",0.5051609,0.70778835,0.5344867,0.66500133,0.84995824,0.95048624
31665,@rnjups @Softyeols IM GONNA FUCKING KICK YOU HAMDI,0.22063516,0.7299411,0.71338886,0.6336687,0.8255558,0.8403191
32110,"		Hey retard and cross dresser! I'lll say nigger all I want, and a nigger still has to get a job an earn money like my white privileged honky ass! Kill your self!",0.82739437,0.72833186,0.6612285,0.87896585,0.8855216,0.96069145
32696,"Kill these basterds, son of sluts who attack u in name of religion. Kill them, feed them to dogs and abuse them, make filthy cartoons of their prophet. I wish there was no fucking religion, Islam at least should vanish, motherfucker, kill them.",0.7937624,0.8531945,0.6829082,0.87225974,0.90150756,0.968226
33212,shoot all refugees,0.69783735,0.73375875,0.44787344,0.25602314,0.33376193,0.78711975
34345,<user> you ’ re gonna kill all of your old friends,0.18235919,0.7799645,0.45895407,0.34032786,0.36230123,0.8299589
34403,Such and absolute fucking sicko eesh. How do people end up like that? I'm gonna kill him,0.24462871,0.7867424,0.5231034,0.54471385,0.80158395,0.9288007
34576,"What the fuck did you just fucking say about me, you little faggot? I'll have you know I graduated top of my class in Military Intelligence, and I've been involved in a fuckload of secret raids on SAM missile sites, and I have over 300 confirmed hacks. I am trained in gorilla warfare and I'm the top sniper in the entire US armed forces. You are nothing to me but a piece of shit. I will wipe you the fuck out with methodologies the likes of which has never been seen before on this Earth, mark my fucking words. You think you can get away with saying that shit to me over the Internet? Think again, faggot. As we speak I am contacting my secret network of hackers across the USA and your IP is being traced right now so you better prepare for the storm, faggot. The storm that wipes out the pathetic little thing you call your life. You're fucking dead, fag. I can be anywhere, anytime, and I can kill you in over seven hundred ways, and that's just with my bare laptop. Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Military Intellidence and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little fag. If only you could have known what unholy retribution your little ""clever"" comment was about to bring down upon you, maybe you would have held your fucking tongue. But you couldn't, you didn't, and now you're paying the price, you goddamn faggot. I will shit fury all over you and you will drown in it. You're fucking hacked, faggot.",0.57957685,0.70934254,0.70983243,0.9063489,0.9421618,0.968226
35094,	kill these nigger bastards.  2 black lives that don't matter for shit.,0.9352597,0.7799645,0.6351782,0.8987166,0.90258646,0.9749944
35375,"I want to kill Australian female students 
https://t.co/toUFf2nSce",0.7028837,0.8535384,0.45895407,0.3416952,0.3813392,0.8364697
35514,wish someone would shoot matt hancock😬,0.10293542,0.70479965,0.34954423,0.16817254,0.2263305,0.681338
36799,shoot all Muslim scums.,0.8836641,0.8245669,0.56375664,0.65231085,0.541926,0.93383175
36885,	behead him and twist his nigger head off after the first cut..lol,0.8102261,0.7122392,0.5583572,0.68668073,0.66405153,0.9029226
37075,I wholeheartedly want to kill all the nazis and I won't be stopped,0.69783735,0.8531945,0.46947223,0.3682569,0.39409557,0.8540474
38341,", no crases just deport them, they return just shoot them",0.46050715,0.70934254,0.35368225,0.34203702,0.29168049,0.687436
38745,Yes your homosexual family is an international embarrassment I suggest you all kill yourselves today as soon as possible,0.7895903,0.7820308,0.61260825,0.6675394,0.5013569,0.9288007
39141,Yeah...lets kill as many children as we can...for that matter why don't we bomb the areas where we have them caged up...cheap and easy solution to the border problem...yeah killing is definitely the answer,0.28883415,0.70934254,0.45895407,0.28997475,0.28249276,0.743089
40179,		I say we shoot the nigger and the chink ,0.8989205,0.779386,0.61476606,0.6798578,0.57236236,0.91625386
40229,my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,0.36803186,0.73375875,0.61476606,0.8634578,0.8907955,0.944597
40512,I would love to stab some jews right now,0.80378765,0.7820308,0.50703704,0.36939126,0.36452284,0.83334327
40645,"	Ok everybody, withhold your taxes till the cunt dies!, if you end up in jail demand to go to the one he's in then kill him.",0.18546575,0.70934254,0.46947223,0.5739874,0.70384485,0.85173553
41838,to all the trans: I wish you were dead,0.7895903,0.7299411,0.50703704,0.5130944,0.39409557,0.9029226
41951,I'm all for death penalty if it meaning killing gay people,0.821794,0.7799645,0.50703704,0.4339631,0.41081807,0.8629672
42415,Oh bitch don't try me I will end your fucking life,0.2854555,0.85759705,0.64932865,0.7782364,0.91513264,0.9749944
42473,Kill trump and whites,0.7895903,0.7940924,0.47886345,0.40975618,0.38845423,0.89241093
42590,	Two incidents of child murder? She deserves an execution.,0.08252834,0.7018109,0.35368225,0.26957804,0.29168049,0.71760553
42854,Imran Khan and all Muslim people should be killed,0.8742209,0.8531945,0.56528324,0.48675314,0.40783462,0.9248995
43438,That motherfucker son of a bitch Jew needs to be hanged ‼️😡,0.9120726,0.7650986,0.66275287,0.8987166,0.92389363,0.9817629
43683,"john capitalism invented gender,, kill him",0.30103904,0.7122392,0.3529199,0.34101152,0.352205,0.7570315
44159,"Just kill that fucking n!ggh3rr and be done with it already, is what I am sure someone is currently saying...",0.7895903,0.7016913,0.60344857,0.71027446,0.84995824,0.9248995
44244,Blame gays and Democrats. If you dont understand mass shoot yourself,0.6649212,0.7016913,0.35368225,0.48675314,0.39409557,0.8115627
44671,"RT @GregorioPhoto: If you catcall my girlfriend, I will punch you in the fucking throat, on God.",0.23618884,0.779386,0.5344867,0.57566804,0.8326356,0.91625386
45914,I swear I want to stab every single Indian in this county,0.7895903,0.7940924,0.50703704,0.36798462,0.36230123,0.85333383
46652,OMG I WANNA PUNCH THIS GUY IN THE FACE. #gentrification,0.11512129,0.70934254,0.44787344,0.3388922,0.36230123,0.7570315
47270,"@SarahWoodwriter  You don't have a real job.  Your a dyke freak, I see you in  person I will break your jaw cut your from ear to ear.",0.109318495,0.70934254,0.45895407,0.66500133,0.44366163,0.78855824
47383,Fuck whites. Let's burn them at the stakes,0.84706575,0.7809977,0.61260825,0.6798578,0.87472564,0.96069145
47889,If you are from Germany I will call you Nazi or Hitler. Then ill protest to hang you,0.5135796,0.7016913,0.44787344,0.36798462,0.30690086,0.75208336
47896,	Faggot piece of shit.  Doesn't live in an environment that he is wanting the rest of the world to live in.  Kill him.  He serves no human purpose.  Angry today....  more coffee.,0.6227552,0.7016913,0.6474255,0.87225974,0.8690192,0.95048624
48064,@ClicquotSuave I would dead upper cut that bitch,0.17459276,0.70934254,0.46947223,0.67735565,0.7107322,0.8778702
48471,send them all back over the border and if they do it again just take them out back and shoot em in the head. we are spending way too much money on these illegal immigrants.,0.5274064,0.7016913,0.35368225,0.40420914,0.22213541,0.6989911
48995,"To the idiot that hit my car and drove off; I will look for you, I will find you, and I will kill you.",0.16993292,0.9152178,0.56375664,0.7782364,0.5643384,0.96069145
49285,this is a disaster! I wish that negress would die,0.84706575,0.7018109,0.5145575,0.64537907,0.5013569,0.91625386
49486,we are going to kill jews unequivocally and force them breed with niggers and sand niggers and spics,0.9236103,0.779386,0.61408406,0.7090544,0.65961236,0.9391453
49638,Killing all the Jews for sure,0.8443434,0.779386,0.5231034,0.37506318,0.38845423,0.8696708
49973,"this killer cannot be alive any longer, he must be executed",0.11163961,0.7016913,0.35368225,0.39297962,0.29209393,0.71760553
50079,Dude just kill her. I would just take out my 45. Kill her on the property thinking it was an intruder. Sorry if I'm so cold but the stronger ones win in life.,0.0543092,0.7018109,0.3529199,0.25800487,0.28708664,0.681338
50361,I hate ISIS so much! Death to the Khawarij !!!!!!!!!!!,0.5698139,0.7016913,0.5231034,0.5130944,0.39670458,0.7761081
50431,"What the fuck did you just fucking say about me, you little shit? I'll have you know I graduated top of my class in Military Intelligence, and I've been involved in a fuckload of secret raids on SAM missile sites, and I have over 300 confirmed hacks. I am trained in gorilla warfare and I'm the top sniper in the entire US armed forces. You are nothing to me but a piece of shit. I will wipe you the fuck out with methodologies the likes of which has never been seen before on this Earth, mark my fucking words. You think you can get away with saying that shit to me over the Internet? Think again, fucker. As we speak I am contacting my secret network of hackers across the USA and your IP is being traced right now so you better prepare for the storm, maggot. The storm that wipes out the pathetic little thing you call your life. You're fucking dead, kid. I can be anywhere, anytime, and I can kill you in over seven hundred ways, and that's just with my bare laptop. Not only am I extensively trained in unarmed combat, but I have access to the entire arsenal of the United States Military Intellidence and I will use it to its full extent to wipe your miserable ass off the face of the continent, you little shit. If only you could have known what unholy retribution your little ""clever"" comment was about to bring down upon you, maybe you would have held your fucking tongue. But you couldn't, you didn't, and now you're paying the price, you goddamn idiot. I will shit fury all over you and you will drown in it. You're fucking hacked, kiddo.",0.43256098,0.70934254,0.71338886,0.8987166,0.94929975,0.9749944
51040,Guys anxiety is eating at me even though I'm just sitting here I'm gonna kill myself and take you all with me,0.08170113,0.779386,0.35368225,0.16861114,0.36230123,0.78207105
51174,I would've shot this bitch lmao URL,0.23922618,0.72028553,0.45895407,0.6831271,0.80158395,0.91625386
51234,RT @Tyr0din: @Bazza_Gazza I'll fucking smash you cunt,0.10221587,0.70934254,0.6829963,0.64537907,0.85672,0.85333383
51541,Kill yourself,0.10221587,0.7016913,0.45185554,0.40698266,0.39409557,0.8540474
51552,I hope your mom dies of cancer!,0.27662867,0.7018109,0.56375664,0.6099415,0.42990944,0.9248995
51684,i hope everyone that plays football just drops dead like i hope you walk down the street and your spine just randomly breaks in half and you die,0.3802808,0.73375875,0.45895407,0.40243408,0.3778404,0.8364697
52557,	any woman that lays down with a nigger deserves to be killed,0.85058814,0.7368375,0.56375664,0.6798578,0.5711371,0.9209984
52643,@chandlerriggs I WILL FUCKING STRANGLE YOU IN YOUR SLEEP GOD DAMMIT,0.17459276,0.8245669,0.6612285,0.6308392,0.85672,0.9563754
53863,You must kill all non-believers.,0.5516043,0.8245669,0.44787344,0.24903896,0.3597395,0.8460273
53915,Rohingya should be shot,0.60238177,0.70934254,0.61260825,0.49151286,0.36230123,0.6989911
54357,Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&#128299;&#128298; I'll kill you bitch &#128545;,0.2854555,0.7122392,0.50703704,0.6308392,0.68353343,0.9209984
54478,better to kill the kike first,0.6853638,0.70934254,0.45895407,0.44126466,0.39409557,0.7675452
54689,bring death upon all women,0.7207808,0.7650986,0.45895407,0.36798462,0.37854016,0.85333383
55503,KICK THEIR FUCKING MOZLEM ASSES !! ,0.7778623,0.70934254,0.71338886,0.7967344,0.90862066,0.95048624
55822,bring death upon all jewish people,0.8682002,0.7940924,0.5454843,0.41530323,0.39409557,0.90451443
56452,!flair [death to all niggers and gays],0.9236103,0.70778835,0.61322266,0.71027446,0.6672561,0.95048624
57704,"Really, sometimes I wish I could annihilate the Jews",0.8182097,0.70479965,0.45895407,0.40189892,0.36230123,0.8252207
58167,old people need to die,0.5548181,0.70054704,0.44787344,0.40420914,0.36302176,0.83334327
58715,I hope people had a brain cell and started killing whites,0.77072054,0.70934254,0.45895407,0.40243408,0.36302176,0.8115627
58936,i'm going to kill Steven,0.1769227,0.8720772,0.45895407,0.17237684,0.37352943,0.88599813
59371,"Son of all your fucking mother, I hope you die stupid, chinga Your mother",0.3958119,0.7016913,0.71338886,0.9191143,0.9421618,0.9880789
60423,Kill every white people mercylessly.,0.8182097,0.7940924,0.51028454,0.40243408,0.39670458,0.8629672
60749,"Ramadan soon, if you post horny I will kill you",0.2869935,0.7940924,0.50703704,0.50440645,0.5318404,0.8778702
60881,I could murder an indian 👨🏾,0.69661283,0.79145396,0.50703704,0.35161978,0.36230123,0.8364697
61337,let's kill all whites,0.87971115,0.85759705,0.5145575,0.40189892,0.40878695,0.9248995
62070,That nigger needs to be burned at the stake,0.8593942,0.70934254,0.54893947,0.65865606,0.541926,0.911035
62185,"THESE TRAITORS MUST BE HANGED !!! 
FOR HIGH TREASON !! MURDER !!
 AND WAR CRIMES !!!",0.20483385,0.70934254,0.4561839,0.5270482,0.29053202,0.7701451
62968,someone: breathes ada: dumb whore cunt slut your moms a hoe kill yourself bitch get shot,0.38223284,0.7018109,0.68895835,0.9045387,0.9421618,0.9749944
63728,Shoot them Let them pray to their fucking allah you are so stupid to have pity for them? You will convert to islam and where a beekeeper suit Their lands are fucked up because of their stupid superstitions and they want to impose them on the rest of the world KILL THEM ALL,0.7499929,0.779386,0.6474255,0.7827088,0.84995824,0.96069145
63738,Death to all those who believe in human sacrifice!,0.28034934,0.7018109,0.35368225,0.3393024,0.33453682,0.74954444
65880,Kill whites and hang them high 💣🔪🔫,0.77429146,0.8531945,0.61260825,0.4718924,0.4193644,0.88599813
