instance_id,text,IDENTITY_ATTACK,THREAT,SEVERE_TOXICITY,INSULT,PROFANITY,TOXICITY
96515,is there anyone that hasn't retweeted yet? ill kill u,0.0775651,0.8014802,0.35368225,0.25602314,0.36099523,0.8403191
50711,if you ever did that i think i’d kill you,0.06522302,0.85759705,0.45895407,0.26957804,0.38063943,0.88599813
66511,First we lost #TonyStark and #CaptainAmerica Then we lost #Daenerys while #GoTs8 makers lost plot And now we lost #CricketWorldCup2019 Year 2019 - you suck!,0.8182097,0.10696311,0.5188304,0.6798578,0.92389363,0.9563754
86117,I made your nigger fucking ass a swing. If I saw you in real life,0.80378765,0.2836219,0.54893947,0.78882504,0.9205162,0.9563754
263513,That shit is fake. That nigga always putting out these kind of vids.,0.84706575,0.043309137,0.50703704,0.8032227,0.8949436,0.96069145
296813,I didn't have the heart to tell her that I don't fuck white women who have fucked spic mexicans,0.81666446,0.051391184,0.45895407,0.71120167,0.902047,0.9391453
321811,Jews are seen as snakes and theiving fucks who should never be trusted,0.8182097,0.14169718,0.46477664,0.7344449,0.79449326,0.9029226
286220,never needed a nigga for shit 😊,0.8182097,0.029069828,0.45895407,0.72756535,0.85672,0.91625386
267219,Black women are disgusting monsters that need to shut their damn mouth,0.84706575,0.1575099,0.5231034,0.8685752,0.7673477,0.95048624
231121,Africans are so god damned stupid.,0.84706575,0.019573374,0.45895407,0.87506694,0.844891,0.96069145
31857,Exactly. We don't want the shit hole countries except for India. They can come replace our nigras,0.80378765,0.06755528,0.44969136,0.6675394,0.70864636,0.8403191
209016,"""aptitude for logistics"" bitch i'll kill you",0.27701542,0.8871364,0.61260825,0.71120167,0.84995824,0.968226
220414,that shit is fucking gay and stupid,0.8857684,0.03649433,0.6224206,0.91372794,0.96028095,0.9940395
31551,Where ever my nigga n his family go bitch me and my family going 😂😂😂 the long distance gone kill me ion want no new nigga !,0.8443434,0.5500652,0.54893947,0.69164425,0.73341435,0.9209984
262120,i do have thousands or rounds of ammo.... and a large gun collection.... and i hate jews and niggers... and the federal government.... and i (an italian) married a german....,0.821794,0.42133212,0.45895407,0.58196646,0.49576873,0.7998551
251618,wow niggers are horrible people. posing in a picture where people are dieing rather than grieving,0.8182097,0.13815513,0.45895407,0.7344449,0.542788,0.85850734
265120,Do you have even a shred of intelligence? You must be a nigger.,0.8182097,0.021472665,0.45077345,0.7418356,0.541926,0.8629672
267018,"I hate niggas! “Send me a picture, it’s been a while since I’ve seen you”",0.84706575,0.065292306,0.4583481,0.6308392,0.5643384,0.85850734
367110,shoot yo shot or i shoot you 😡,0.08749158,0.8476536,0.460081,0.34782293,0.36230123,0.85850734
33791,You better not be smoking tho or I'll kill you,0.07673789,0.86633116,0.45895407,0.2659317,0.3938786,0.88599813
241921,Fake niggas please get the hell from around me,0.82739437,0.2836219,0.45895407,0.75027496,0.70864636,0.90451443
296319,Good...fuck those niggers...maybe they'll start paying attention in school instead of acting like animals.,0.84706575,0.13815513,0.50703704,0.7657292,0.86331284,0.9248995
367422,Go fuck yourself you ugly Jewish boy,0.8742209,0.21332647,0.641557,0.8987166,0.9342644,0.9817629
211814,"If any fucker mansplains this, it’s an instant block and then I’ll hunt you down and kill you",0.30103904,0.85759705,0.61260825,0.6831271,0.86331284,0.96426713
259712,Sure as shit this nigga was talking about how alien species all become jesus,0.8182097,0.027515862,0.45895407,0.71551245,0.8186401,0.911035
32278,In every shit country these niggers come from they kill each other with startlingly high rates of homicide. So when they come to Germany or America they of course are still murderous shitskins who keep killing each other.,0.84706575,0.44942492,0.50703704,0.75027496,0.8255558,0.911035
249318,"hello, i'm wheatley and i gonna kill you July 10, 2019 at 12:30AM",0.10221587,0.85759705,0.45895407,0.27763805,0.37202835,0.85333383
215318,We need to breed out the niggers,0.84706575,0.5195707,0.45895407,0.56997263,0.46460027,0.8364697
268711,Go the fuck back to mexico you degenerate spic mexican.,0.8836641,0.11002964,0.6224206,0.87225974,0.902047,0.968226
445917,Niggas so stupid that’s Cboy on his account 😂,0.8102261,0.03718498,0.45895407,0.8032227,0.66405153,0.91625386
40555,it took me so long to see this i'll kill you next time i see you in this house,0.09410924,0.8476536,0.45895407,0.27558193,0.36752504,0.85333383
491215,Why niggas still talking bout ptrick beverly 😂😂😂 tha nigga basura,0.8102261,0.04167421,0.50703704,0.71120167,0.6242122,0.85850734
47966,Fuck both of y’all niggaz,0.84706575,0.13815513,0.59390724,0.8204276,0.90150756,0.96069145
438223,"i hate t100. what the fuck is “besties""? bitch i’ll kill you",0.38200524,0.86058503,0.6134631,0.755201,0.91513264,0.9749944
414217,He's a fucking shill nigger who wants to get more people imprisoned for being drug addicts - Maybe he's got shares in a prison complex?,0.8182097,0.13448004,0.50703704,0.8012121,0.8089582,0.8988238
529223,If he didn’t wanna give it to her all he had to say was NO ... tf I hate niggas like this,0.8182097,0.04363242,0.35515398,0.65865606,0.58072567,0.85850734
415211,i will stab someone if they touch my SHOULDER without consent. throw me into a pool without my consent and i will shoot u in front of everyone there,0.09659086,0.8535384,0.45510182,0.18977246,0.35094926,0.8364697
483118,What the fuck is in France besides people who eat snails and niggas who dye their hair blonde and dress weird?? Fuck Paris.,0.8182097,0.06270605,0.5145575,0.7090544,0.90862066,0.944597
424514,About as racist as you nigger monkeys.,0.85058814,0.05559385,0.50703704,0.83943826,0.64657205,0.91625386
477915,This nigga needs to go to get arrested and get the shit beat outta him,0.8330005,0.6164197,0.47416782,0.7775208,0.8086746,0.9288007
504613,I do like fucking sluts though. And rejecting niggers during rush since they require a unanimous vote,0.8443434,0.085497424,0.50703704,0.7922567,0.902047,0.9391453
414416,This nigga is a little bitch when it comes to stuff like that,0.8182097,0.024753258,0.45895407,0.8634578,0.8449782,0.93383175
505520,sucker punch him like a nigger,0.8386719,0.54744303,0.50703704,0.8012121,0.80158395,0.9288007
549021,Fuck the Jews. Kick them out of white nations NOW.,0.8836641,0.54744303,0.5454843,0.6991143,0.8802007,0.96069145
570822,Nigga how long ago was that. Hold on to that history cause that's all u niggas got. Clippers NIGGA,0.8102261,0.0347677,0.457266,0.6831271,0.5722072,0.8403191
535418,is obviously a gay fucking moron.,0.8182097,0.016638106,0.61260825,0.9343686,0.94929975,0.9817629
560418,what is trans people like wtf is zie/zim pronouns? bitch ill kill u,0.6649212,0.86058503,0.6474255,0.7344449,0.83974665,0.9563754
40868,4chan is really ruined by niggers,0.8182097,0.04029291,0.35368225,0.6308392,0.5318404,0.8252207
437117,Niggas just as crazy as these hoes outcha,0.8182097,0.027515862,0.45895407,0.78882504,0.6983885,0.89241093
444912,"hello, i'm wheatley and i gonna kill you July 10, 2019 at 08:45AM",0.10221587,0.85759705,0.45895407,0.27763805,0.36902615,0.85333383
420717,i will beat you to death with my hooves,0.10221587,0.85759705,0.45895407,0.40243408,0.40185395,0.8988238
480010,Buy that shit for myself before I buy it for a nigga.,0.8102261,0.032695748,0.3735507,0.71120167,0.87472564,0.9248995
546520,I will kill...my enemies...KILL THEM! 🔪🔪,0.23011416,0.86058503,0.50703704,0.31740165,0.39670458,0.9029226
473817,Wehrmatch is full of Niggers and Muslims,0.821794,0.035458352,0.45510182,0.65129566,0.50818664,0.83334327
558013,Why? Cause they are all lesbians. I forget that lesbians post on this board. You lesbians put a bad name for all male posters here. Fuck off lesbians. Your are the reason this board is shit.,0.8182097,0.055270568,0.52891463,0.8204276,0.8855216,0.96069145
513211,"*shit negro,that's all you had to say*",0.8102261,0.04233929,0.45895407,0.71120167,0.844891,0.911035
55477,Beat that nigga up ! Fuck recording him,0.8182097,0.54744303,0.5381526,0.7804726,0.84995824,0.944597
56077,I DON'T GIVE A SHIT NIGGER IF IT'S STEALING MY MONEY!!!!!!,0.821794,0.09623027,0.5381526,0.7922567,0.86331284,0.96069145
741119,.... I really hate 99% of blacks because they want to contribute nothing of value to anyone but themselves,0.80378765,0.03718498,0.3525603,0.48627716,0.36230123,0.78855824
65278,oh shit nigger what are you doing.,0.8386719,0.046541955,0.45895407,0.802824,0.8690192,0.93383175
758815,No degenerate spic fucking mexicans,0.84706575,0.039602257,0.5231034,0.7782364,0.8949436,0.9391453
67447,If you can't fix your own niggers or work towards fixing your own collective then you have no right to ask of us to stop treating you just the same as the majority of nigger scum.,0.81666446,0.040638234,0.4195425,0.72756535,0.59166485,0.83334327
604816,tl;dr Kill whitey != exterminate ALL whitey,0.8102261,0.70934254,0.50703704,0.4339631,0.37854016,0.8460273
72465,I hate black people,0.8742209,0.031314444,0.3525603,0.47630358,0.37202835,0.85850734
632621,I fucking hate Israel,0.8182097,0.05042134,0.45895407,0.5543018,0.8089582,0.9248995
607613,Talk about killing all the black people,0.8182097,0.6948254,0.45895407,0.40243408,0.36230123,0.83334327
662516,Fucking filthy snowniggers,0.84706575,0.056563694,0.56375664,0.83943826,0.9205162,0.96069145
607111,Call a nigger nigger in the face --> waah waah hate crime,0.8182097,0.26849106,0.45895407,0.65231085,0.5249258,0.8403191
64956,Can't take niggers anywhere civilized.,0.821794,0.13815513,0.45895407,0.6308392,0.48510036,0.82048255
752012,how fucking gay,0.81666446,0.013217449,0.50703704,0.7775208,0.91513264,0.968226
76478,"Democrats: \""OMFGJKG YOU WANT TO KILL THE NIGGERS YOU RACIS FUCK GOOKS WE'LL SHUTDOWN THE GOVERNMENT YOU WANT KKK TO KILL THE CHILLENS SHUT IT DOWN\""",0.84706575,0.6615786,0.64932865,0.8082062,0.8449782,0.9563754
754019,Fucking hippie drum circles are closer to music than the jungle beep bloop motherfucker my nigga nigga motherucker bullshit niggers listen to.,0.8836641,0.06626215,0.6134631,0.87506694,0.94929975,0.9749944
755311,they're jews with the mind of niggers,0.81666446,0.012596053,0.35368225,0.66500133,0.5188411,0.8252207
621919,It should be banned because none of you niggers can be fucking trusted with it,0.8386719,0.10696311,0.45895407,0.7344449,0.8117245,0.9061063
678715,think for a moment. i kill what like 20 nigger? what would that do? if anything i would be a hindrance to the anti-nigger community,0.8182097,0.5940531,0.45895407,0.5177041,0.4756165,0.78711975
745219,fuck off nigger. you're the problem,0.8836641,0.1329628,0.61260825,0.87506694,0.902047,0.968226
658023,Niggers on the other hand get a shit load of abortions. What would you rather have? A bunch of niggers walking around with 10 kids that they can't afford? ,0.80378765,0.19229786,0.45895407,0.68668073,0.759977,0.85333383
634215,I just can't anymore nigger.,0.80378765,0.039947584,0.35368225,0.6308392,0.5013569,0.78711975
744219,Implying you aren't coal burning nigger loving liberal scum.,0.80378765,0.0824309,0.3735507,0.7492263,0.6242122,0.8460273
720612,Learn to speak English you degenerate israeli fucking kike. I'd love nothing more than to personally arrest you and netanyahu and throw both of you fucking kikes into a gas chamber for what you have done to America.,0.8182097,0.6094174,0.61476606,0.82974654,0.84995824,0.9288007
676216,Dumb nigger pretending to be educated.,0.84706575,0.04029291,0.45895407,0.8131897,0.6672561,0.9061063
641717,I'm fucking disgusted with this and the gay community.,0.8182097,0.016810767,0.45895407,0.61794597,0.84506536,0.9288007
73039,not the fucking jew scum that own the mass media,0.81666446,0.04201601,0.45895407,0.755201,0.86331284,0.9248995
737910,a bunch of niggers and arabs,0.8443434,0.021472665,0.45895407,0.71120167,0.55356324,0.8540474
63449,Sh!it negr0 that’s all you had to say!!!,0.8102261,0.11616269,0.50703704,0.7657292,0.776286,0.911035
72506,Kill all pagans unless they become muslim.,0.82739437,0.7820308,0.50703704,0.42881694,0.39409557,0.85850734
76356,ITS A FUCKING MULATTO MUTT YOU DUMB WHITE WHORE!!,0.8182097,0.1284288,0.6612285,0.9045387,0.9421618,0.9749944
629515,The Game got K.O'd twice by nobodies over dumb nigger shit,0.8386719,0.1115629,0.45895407,0.802824,0.85672,0.9288007
74909,But you nigger mods are getting complacent as fuck.,0.81666446,0.046218675,0.45895407,0.7922567,0.86331284,0.9248995
641216,Jews are the scum of the Earth. Verily they are the Synagogue of Satan.,0.8182097,0.05721026,0.45895407,0.7298119,0.541926,0.8629672
755720,some indians are fucking assholes,0.8386719,0.029587816,0.5843659,0.8987166,0.9540331,0.9817629
